Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Curricular units 2nd sem (evaluations),Age at enrollment,Unemployment rate,Target
4,11,6,1,8,20,7,1
0,0,4,1,8,20,7,0
3,11,6,1,14,20,10,2
4,11,6,1,9,18,7,2
1,14,5,1,10,18,7,2
8,15,8,1,8,20,11,1
6,13,6,1,8,21,9,1
7,12,8,1,12,19,12,1
6,12,6,1,6,18,12,1
5,12,6,1,16,27,12,2
7,13,8,1,9,21,15,1
8,14,8,1,8,18,15,1
3,10,6,1,14,18,10,2
0,0,5,0,10,28,10,0
3,11,7,1,14,36,11,0
5,14,5,1,6,20,12,1
5,11,6,1,13,19,7,1
0,0,5,1,10,20,7,2
4,11,5,1,10,19,9,2
6,13,6,1,6,28,16,1
5,11,5,1,7,20,7,1
5,11,6,1,8,22,10,2
4,13,6,1,9,18,16,1
0,0,5,0,12,22,12,0
4,12,6,1,10,18,9,1
7,13,8,1,8,21,12,1
6,13,6,1,9,19,7,1
4,10,6,1,11,22,9,2
7,12,8,1,8,20,10,1
5,11,5,1,8,20,11,1
6,11,6,1,7,19,10,1
6,12,6,1,9,20,13,1
4,11,6,1,10,20,7,0
6,13,7,1,7,19,7,1
4,14,6,1,10,18,15,1
8,14,8,1,9,18,12,1
5,13,5,1,7,20,9,1
4,13,6,1,6,22,16,1
6,15,6,1,6,18,9,1
6,14,6,1,6,19,12,1
5,11,6,0,9,20,10,1
8,15,8,1,8,19,13,1
0,0,5,0,5,20,12,0
6,13,6,1,6,19,9,1
6,13,6,1,6,18,12,2
6,11,6,1,7,18,10,1
0,0,5,1,5,22,9,0
6,16,6,1,11,18,12,1
6,13,6,1,6,20,10,1
6,11,6,1,6,19,8,1
8,13,8,1,11,19,16,1
6,11,6,1,11,19,9,0
6,13,6,1,7,19,11,1
5,13,6,1,7,45,15,2
0,0,5,0,5,28,9,0
8,14,8,1,8,28,13,1
4,12,5,1,9,25,12,2
4,12,6,0,6,19,15,0
7,14,8,1,8,19,10,1
4,11,5,1,10,20,12,2
3,11,6,1,7,22,8,2
6,14,6,1,7,20,12,1
6,13,7,1,7,20,7,2
2,11,5,0,8,20,7,0
6,14,6,1,7,27,13,1
5,13,6,1,10,22,11,1
7,13,8,0,8,19,10,0
2,11,6,0,13,19,12,0
6,10,6,1,15,18,13,2
0,0,6,0,6,20,11,0
6,11,6,1,7,37,7,1
5,11,8,0,11,40,9,0
0,0,5,1,10,20,9,0
5,11,5,1,6,28,7,1
0,0,7,0,13,19,12,0
4,11,5,1,5,23,7,0
7,12,8,1,8,24,10,1
4,12,5,1,6,21,7,2
7,12,8,1,11,19,10,1
2,14,6,1,13,19,9,0
0,0,6,0,6,48,11,0
5,13,5,1,8,19,12,1
1,11,5,1,8,30,7,0
6,12,6,1,7,24,13,1
6,12,6,1,8,19,16,1
5,12,6,1,7,21,10,1
4,12,5,1,8,19,15,0
1,10,6,1,8,18,10,2
6,12,6,1,6,18,12,1
5,15,5,1,5,19,8,0
7,12,8,1,8,19,12,1
3,12,5,1,7,18,7,2
5,12,6,1,8,25,7,2
3,12,5,1,10,18,7,2
0,0,5,0,5,29,8,0
3,13,5,1,8,21,7,0
6,15,6,1,6,18,11,1
0,0,6,1,12,20,10,0
0,0,5,1,7,27,13,0
0,0,6,1,9,21,12,2
3,10,5,1,12,20,10,0
0,0,5,0,9,28,10,0
7,11,7,1,7,24,12,2
3,11,5,1,10,22,7,2
4,13,5,1,9,20,10,1
5,11,5,1,7,21,9,1
2,13,6,0,8,23,13,0
6,11,6,1,6,18,10,1
8,13,8,1,8,32,13,1
1,11,6,1,16,20,10,0
6,13,6,1,8,19,10,1
0,0,5,1,6,24,10,0
1,10,5,1,5,18,12,0
5,12,6,1,15,20,16,1
6,12,6,1,6,18,9,0
0,0,5,1,5,19,12,0
5,10,5,1,9,18,13,0
0,0,5,0,5,25,15,0
5,13,6,1,10,19,16,1
1,10,5,1,10,18,7,2
2,15,5,0,9,32,16,0
0,0,5,1,5,21,7,0
2,12,6,1,14,18,10,0
6,13,6,1,7,19,8,1
6,14,6,1,6,19,12,1
6,13,6,1,6,19,12,1
4,11,5,1,8,21,8,2
4,12,5,1,7,28,10,2
4,11,6,0,6,19,16,0
0,0,5,1,6,28,12,0
7,14,8,1,8,19,12,1
5,13,6,0,7,26,16,0
0,0,5,1,0,25,9,0
6,11,6,1,8,20,12,1
0,0,6,1,0,19,12,0
6,11,6,1,6,18,9,1
5,11,6,1,12,19,13,0
6,12,6,1,6,18,15,1
2,12,5,1,13,21,7,2
1,17,6,1,12,20,9,2
4,13,5,1,9,24,12,1
4,12,5,1,5,18,9,2
4,11,5,1,11,20,9,1
7,14,8,1,8,18,10,1
3,11,5,1,11,24,7,0
6,12,7,1,9,18,12,2
5,13,6,0,10,21,13,0
6,13,6,1,6,18,9,1
0,0,6,1,12,20,10,0
2,10,5,1,12,19,7,0
8,13,8,1,8,20,11,1
7,12,8,1,12,20,12,1
6,12,6,1,6,20,7,1
6,12,6,1,7,18,10,0
4,12,5,1,10,30,12,2
5,14,5,1,9,18,9,1
0,0,6,1,7,35,11,0
3,12,6,0,6,31,11,0
1,11,6,1,13,19,7,0
5,13,6,1,8,19,8,1
6,11,7,1,7,19,7,1
8,13,8,1,8,19,9,1
4,12,5,1,7,21,7,1
0,0,6,1,13,18,7,0
4,10,6,1,10,18,7,2
4,14,6,1,11,18,12,1
6,12,6,1,10,18,16,1
0,0,5,0,5,25,9,0
6,11,7,1,8,18,7,2
8,14,8,1,8,18,12,1
0,0,6,1,10,24,12,0
6,10,6,1,9,19,7,2
0,0,5,1,5,27,7,0
7,12,8,1,11,18,11,1
5,13,5,1,6,30,10,0
4,11,8,1,14,29,12,0
0,0,5,1,11,20,9,2
7,15,8,1,8,19,12,1
6,15,6,1,8,29,12,1
4,10,6,0,14,27,9,0
0,0,6,1,0,19,12,0
2,12,5,1,5,21,7,0
5,10,5,0,6,29,10,0
6,14,6,1,7,18,15,1
5,13,5,1,5,24,10,1
5,11,5,1,8,18,10,2
3,10,5,1,10,27,11,1
8,14,8,1,8,18,9,1
5,12,6,1,8,19,9,0
6,13,6,1,6,18,11,1
3,11,6,1,9,21,9,2
4,12,5,1,10,26,16,1
6,14,6,1,6,22,9,1
3,13,5,1,12,37,9,0
0,0,5,1,5,24,7,0
6,13,6,1,6,18,10,2
7,11,8,1,12,19,15,1
2,10,6,0,9,28,16,0
7,14,8,1,8,18,12,1
2,11,6,1,8,20,10,2
6,13,6,1,7,18,15,1
6,11,6,1,10,47,12,0
5,14,5,1,6,38,13,1
3,13,6,1,11,21,13,0
5,11,5,1,8,18,9,1
3,11,7,0,12,46,11,0
6,13,6,1,6,20,16,1
5,12,6,1,8,19,15,1
2,11,6,0,6,18,11,0
1,13,8,1,9,30,13,0
5,12,5,1,6,20,9,1
6,13,6,1,6,22,12,1
